E	(eV)	dos(E)	Int	dos(E)	EFermi	=	12.52	eV
-3.61	1.23E+00	1.62E+02						
-3.6	1.00E+00	1.62E+02						
-3.59	8.04E-01	1.62E+02						
-3.58	6.39E-01	1.62E+02						
-3.57	5.02E-01	1.62E+02						
-3.56	3.91E-01	1.62E+02						
-3.55	3.00E-01	1.62E+02						
-3.54	2.29E-01	1.62E+02						
-3.53	1.72E-01	1.62E+02						
-3.52	1.28E-01	1.62E+02						
-3.51	9.44E-02	1.62E+02						
-3.5	6.88E-02	1.62E+02						
-3.49	4.96E-02	1.62E+02						
-3.48	3.54E-02	1.62E+02						
-3.47	2.50E-02	1.62E+02						
-3.46	1.75E-02	1.62E+02						
-3.45	1.21E-02	1.62E+02						
-3.44	8.33E-03	1.62E+02						
-3.43	5.75E-03	1.62E+02						
-3.42	4.04E-03	1.62E+02						
-3.41	3.00E-03	1.62E+02						
-3.4	2.50E-03	1.62E+02						
-3.39	2.49E-03	1.62E+02						
-3.38	2.99E-03	1.62E+02						
-3.37	4.09E-03	1.62E+02						
-3.36	6.01E-03	1.62E+02						
-3.35	9.06E-03	1.62E+02						
-3.34	1.37E-02	1.62E+02						
-3.33	2.07E-02	1.62E+02						
-3.32	3.10E-02	1.62E+02						
-3.31	4.59E-02	1.62E+02						
-3.3	6.74E-02	1.62E+02						
-3.29	9.78E-02	1.62E+02						
-3.28	1.40E-01	1.62E+02						
-3.27	1.99E-01	1.62E+02						
-3.26	2.80E-01	1.62E+02						
-3.25	3.89E-01	1.62E+02						
-3.24	5.35E-01	1.62E+02						
-3.23	7.28E-01	1.62E+02						
-3.22	9.80E-01	1.62E+02						
-3.21	1.30E+00	1.62E+02						
-3.2	1.72E+00	1.62E+02						
-3.19	2.24E+00	1.62E+02						
-3.18	2.89E+00	1.62E+02						
-3.17	3.68E+00	1.62E+02						
-3.16	4.64E+00	1.62E+02						
-3.15	5.79E+00	1.62E+02						
-3.14	7.15E+00	1.62E+02						
-3.13	8.74E+00	1.62E+02						
-3.12	1.06E+01	1.63E+02						
-3.11	1.26E+01	1.63E+02						
-3.1	1.49E+01	1.63E+02						
-3.09	1.75E+01	1.63E+02						
-3.08	2.02E+01	1.63E+02						
-3.07	2.32E+01	1.63E+02						
-3.06	2.63E+01	1.64E+02						
-3.05	2.95E+01	1.64E+02						
-3.04	3.28E+01	1.64E+02						
-3.03	3.60E+01	1.65E+02						
-3.02	3.91E+01	1.65E+02						
-3.01	4.21E+01	1.66E+02						
-3	4.48E+01	1.66E+02						
-2.99	4.73E+01	1.66E+02						
-2.98	4.93E+01	1.67E+02						
-2.97	5.10E+01	1.67E+02						
-2.96	5.22E+01	1.68E+02						
-2.95	5.28E+01	1.68E+02						
-2.94	5.30E+01	1.69E+02						
-2.93	5.27E+01	1.70E+02						
-2.92	5.19E+01	1.70E+02						
-2.91	5.06E+01	1.71E+02						
-2.9	4.90E+01	1.71E+02						
-2.89	4.70E+01	1.72E+02						
-2.88	4.47E+01	1.72E+02						
-2.87	4.21E+01	1.72E+02						
-2.86	3.94E+01	1.73E+02						
-2.85	3.66E+01	1.73E+02						
-2.84	3.38E+01	1.73E+02						
-2.83	3.10E+01	1.74E+02						
-2.82	2.82E+01	1.74E+02						
-2.81	2.55E+01	1.74E+02						
-2.8	2.29E+01	1.75E+02						
-2.79	2.05E+01	1.75E+02						
-2.78	1.82E+01	1.75E+02						
-2.77	1.61E+01	1.75E+02						
-2.76	1.41E+01	1.75E+02						
-2.75	1.23E+01	1.75E+02						
-2.74	1.07E+01	1.75E+02						
-2.73	9.28E+00	1.76E+02						
-2.72	7.99E+00	1.76E+02						
-2.71	6.85E+00	1.76E+02						
-2.7	5.84E+00	1.76E+02						
-2.69	4.97E+00	1.76E+02						
-2.68	4.22E+00	1.76E+02						
-2.67	3.58E+00	1.76E+02						
-2.66	3.05E+00	1.76E+02						
-2.65	2.63E+00	1.76E+02						
-2.64	2.31E+00	1.76E+02						
-2.63	2.09E+00	1.76E+02						
-2.62	1.96E+00	1.76E+02						
-2.61	1.93E+00	1.76E+02						
-2.6	1.99E+00	1.76E+02						
-2.59	2.14E+00	1.76E+02						
-2.58	2.40E+00	1.76E+02						
-2.57	2.75E+00	1.76E+02						
-2.56	3.20E+00	1.76E+02						
-2.55	3.75E+00	1.76E+02						
-2.54	4.41E+00	1.76E+02						
-2.53	5.17E+00	1.76E+02						
-2.52	6.03E+00	1.76E+02						
-2.51	6.98E+00	1.76E+02						
-2.5	8.02E+00	1.77E+02						
-2.49	9.15E+00	1.77E+02						
-2.48	1.04E+01	1.77E+02						
-2.47	1.16E+01	1.77E+02						
-2.46	1.29E+01	1.77E+02						
-2.45	1.43E+01	1.77E+02						
-2.44	1.57E+01	1.77E+02						
-2.43	1.71E+01	1.77E+02						
-2.42	1.85E+01	1.78E+02						
-2.41	2.00E+01	1.78E+02						
-2.4	2.15E+01	1.78E+02						
-2.39	2.30E+01	1.78E+02						
-2.38	2.45E+01	1.79E+02						
-2.37	2.61E+01	1.79E+02						
-2.36	2.78E+01	1.79E+02						
-2.35	2.96E+01	1.79E+02						
-2.34	3.14E+01	1.80E+02						
-2.33	3.33E+01	1.80E+02						
-2.32	3.53E+01	1.80E+02						
-2.31	3.73E+01	1.81E+02						
-2.3	3.94E+01	1.81E+02						
-2.29	4.16E+01	1.82E+02						
-2.28	4.37E+01	1.82E+02						
-2.27	4.57E+01	1.82E+02						
-2.26	4.77E+01	1.83E+02						
-2.25	4.95E+01	1.83E+02						
-2.24	5.10E+01	1.84E+02						
-2.23	5.23E+01	1.84E+02						
-2.22	5.33E+01	1.85E+02						
-2.21	5.39E+01	1.85E+02						
-2.2	5.42E+01	1.86E+02						
-2.19	5.42E+01	1.87E+02						
-2.18	5.38E+01	1.87E+02						
-2.17	5.31E+01	1.88E+02						
-2.16	5.22E+01	1.88E+02						
-2.15	5.10E+01	1.89E+02						
-2.14	4.98E+01	1.89E+02						
-2.13	4.85E+01	1.90E+02						
-2.12	4.73E+01	1.90E+02						
-2.11	4.62E+01	1.91E+02						
-2.1	4.53E+01	1.91E+02						
-2.09	4.46E+01	1.92E+02						
-2.08	4.43E+01	1.92E+02						
-2.07	4.43E+01	1.92E+02						
-2.06	4.47E+01	1.93E+02						
-2.05	4.53E+01	1.93E+02						
-2.04	4.63E+01	1.94E+02						
-2.03	4.76E+01	1.94E+02						
-2.02	4.90E+01	1.95E+02						
-2.01	5.06E+01	1.95E+02						
-2	5.22E+01	1.96E+02						
-1.99	5.37E+01	1.96E+02						
-1.98	5.52E+01	1.97E+02						
-1.97	5.65E+01	1.97E+02						
-1.96	5.76E+01	1.98E+02						
-1.95	5.83E+01	1.99E+02						
-1.94	5.88E+01	1.99E+02						
-1.93	5.90E+01	2.00E+02						
-1.92	5.88E+01	2.00E+02						
-1.91	5.83E+01	2.01E+02						
-1.9	5.75E+01	2.01E+02						
-1.89	5.65E+01	2.02E+02						
-1.88	5.53E+01	2.03E+02						
-1.87	5.39E+01	2.03E+02						
-1.86	5.24E+01	2.04E+02						
-1.85	5.08E+01	2.04E+02						
-1.84	4.91E+01	2.05E+02						
-1.83	4.75E+01	2.05E+02						
-1.82	4.58E+01	2.06E+02						
-1.81	4.42E+01	2.06E+02						
-1.8	4.26E+01	2.06E+02						
-1.79	4.10E+01	2.07E+02						
-1.78	3.95E+01	2.07E+02						
-1.77	3.79E+01	2.08E+02						
-1.76	3.64E+01	2.08E+02						
-1.75	3.49E+01	2.08E+02						
-1.74	3.33E+01	2.09E+02						
-1.73	3.17E+01	2.09E+02						
-1.72	3.01E+01	2.09E+02						
-1.71	2.84E+01	2.10E+02						
-1.7	2.67E+01	2.10E+02						
-1.69	2.49E+01	2.10E+02						
-1.68	2.31E+01	2.10E+02						
-1.67	2.13E+01	2.11E+02						
-1.66	1.96E+01	2.11E+02						
-1.65	1.78E+01	2.11E+02						
-1.64	1.61E+01	2.11E+02						
-1.63	1.44E+01	2.11E+02						
-1.62	1.28E+01	2.11E+02						
-1.61	1.12E+01	2.11E+02						
-1.6	9.81E+00	2.12E+02						
-1.59	8.48E+00	2.12E+02						
-1.58	7.27E+00	2.12E+02						
-1.57	6.17E+00	2.12E+02						
-1.56	5.19E+00	2.12E+02						
-1.55	4.32E+00	2.12E+02						
-1.54	3.57E+00	2.12E+02						
-1.53	2.91E+00	2.12E+02						
-1.52	2.36E+00	2.12E+02						
-1.51	1.89E+00	2.12E+02						
-1.5	1.50E+00	2.12E+02						
-1.49	1.17E+00	2.12E+02						
-1.48	9.12E-01	2.12E+02						
-1.47	7.01E-01	2.12E+02						
-1.46	5.33E-01	2.12E+02						
-1.45	4.02E-01	2.12E+02						
-1.44	2.99E-01	2.12E+02						
-1.43	2.21E-01	2.12E+02						
-1.42	1.61E-01	2.12E+02						
-1.41	1.16E-01	2.12E+02						
-1.4	8.32E-02	2.12E+02						
-1.39	5.88E-02	2.12E+02						
-1.38	4.12E-02	2.12E+02						
-1.37	2.85E-02	2.12E+02						
-1.36	1.95E-02	2.12E+02						
-1.35	1.32E-02	2.12E+02						
-1.34	8.87E-03	2.12E+02						
-1.33	5.89E-03	2.12E+02						
-1.32	3.86E-03	2.12E+02						
-1.31	2.51E-03	2.12E+02						
-1.3	1.61E-03	2.12E+02						
-1.29	1.02E-03	2.12E+02						
-1.28	6.44E-04	2.12E+02						
-1.27	4.01E-04	2.12E+02						
-1.26	2.47E-04	2.12E+02						
-1.25	1.50E-04	2.12E+02						
-1.24	9.05E-05	2.12E+02						
-1.23	5.39E-05	2.12E+02						
-1.22	3.18E-05	2.12E+02						
-1.21	1.85E-05	2.12E+02						
-1.2	1.07E-05	2.12E+02						
-1.19	6.11E-06	2.12E+02						
-1.18	3.45E-06	2.12E+02						
-1.17	1.93E-06	2.12E+02						
-1.16	1.07E-06	2.12E+02						
-1.15	5.87E-07	2.12E+02						
-1.14	3.25E-07	2.12E+02						
-1.13	1.89E-07	2.12E+02						
-1.12	1.29E-07	2.12E+02						
-1.11	1.23E-07	2.12E+02						
-1.1	1.68E-07	2.12E+02						
-1.09	2.82E-07	2.12E+02						
-1.08	5.06E-07	2.12E+02						
-1.07	9.19E-07	2.12E+02						
-1.06	1.66E-06	2.12E+02						
-1.05	2.98E-06	2.12E+02						
-1.04	5.29E-06	2.12E+02						
-1.03	9.29E-06	2.12E+02						
-1.02	1.61E-05	2.12E+02						
-1.01	2.77E-05	2.12E+02						
-1	4.72E-05	2.12E+02						
-0.99	7.93E-05	2.12E+02						
-0.98	1.32E-04	2.12E+02						
-0.97	2.17E-04	2.12E+02						
-0.96	3.54E-04	2.12E+02						
-0.95	5.70E-04	2.12E+02						
-0.94	9.08E-04	2.12E+02						
-0.93	1.43E-03	2.12E+02						
-0.92	2.23E-03	2.12E+02						
-0.91	3.44E-03	2.12E+02						
-0.9	5.25E-03	2.12E+02						
-0.89	7.93E-03	2.12E+02						
-0.88	1.18E-02	2.12E+02						
-0.87	1.75E-02	2.12E+02						
-0.86	2.56E-02	2.12E+02						
-0.85	3.70E-02	2.12E+02						
-0.84	5.29E-02	2.12E+02						
-0.83	7.48E-02	2.12E+02						
-0.82	1.05E-01	2.12E+02						
-0.81	1.45E-01	2.12E+02						
-0.8	1.99E-01	2.12E+02						
-0.79	2.69E-01	2.12E+02						
-0.78	3.61E-01	2.12E+02						
-0.77	4.78E-01	2.12E+02						
-0.76	6.28E-01	2.12E+02						
-0.75	8.14E-01	2.12E+02						
-0.74	1.05E+00	2.12E+02						
-0.73	1.33E+00	2.12E+02						
-0.72	1.67E+00	2.12E+02						
-0.71	2.07E+00	2.12E+02						
-0.7	2.55E+00	2.12E+02						
-0.69	3.10E+00	2.12E+02						
-0.68	3.73E+00	2.12E+02						
-0.67	4.44E+00	2.12E+02						
-0.66	5.23E+00	2.12E+02						
-0.65	6.09E+00	2.12E+02						
-0.64	7.02E+00	2.12E+02						
-0.63	8.00E+00	2.13E+02						
-0.62	9.02E+00	2.13E+02						
-0.61	1.01E+01	2.13E+02						
-0.6	1.11E+01	2.13E+02						
-0.59	1.21E+01	2.13E+02						
-0.58	1.31E+01	2.13E+02						
-0.57	1.40E+01	2.13E+02						
-0.56	1.48E+01	2.13E+02						
-0.55	1.55E+01	2.14E+02						
-0.54	1.60E+01	2.14E+02						
-0.53	1.64E+01	2.14E+02						
-0.52	1.66E+01	2.14E+02						
-0.51	1.66E+01	2.14E+02						
-0.5	1.64E+01	2.14E+02						
-0.49	1.61E+01	2.15E+02						
-0.48	1.56E+01	2.15E+02						
-0.47	1.50E+01	2.15E+02						
-0.46	1.42E+01	2.15E+02						
-0.45	1.33E+01	2.15E+02						
-0.44	1.24E+01	2.15E+02						
-0.43	1.14E+01	2.15E+02						
-0.42	1.03E+01	2.15E+02						
-0.41	9.27E+00	2.16E+02						
-0.4	8.24E+00	2.16E+02						
-0.39	7.25E+00	2.16E+02						
-0.38	6.31E+00	2.16E+02						
-0.37	5.43E+00	2.16E+02						
-0.36	4.62E+00	2.16E+02						
-0.35	3.89E+00	2.16E+02						
-0.34	3.25E+00	2.16E+02						
-0.33	2.68E+00	2.16E+02						
-0.32	2.18E+00	2.16E+02						
-0.31	1.76E+00	2.16E+02						
-0.3	1.40E+00	2.16E+02						
-0.29	1.11E+00	2.16E+02						
-0.28	8.66E-01	2.16E+02						
-0.27	6.69E-01	2.16E+02						
-0.26	5.11E-01	2.16E+02						
-0.25	3.87E-01	2.16E+02						
-0.24	2.89E-01	2.16E+02						
-0.23	2.14E-01	2.16E+02						
-0.22	1.57E-01	2.16E+02						
-0.21	1.13E-01	2.16E+02						
-0.2	8.12E-02	2.16E+02						
-0.19	5.76E-02	2.16E+02						
-0.18	4.04E-02	2.16E+02						
-0.17	2.80E-02	2.16E+02						
-0.16	1.92E-02	2.16E+02						
-0.15	1.30E-02	2.16E+02						
-0.14	8.75E-03	2.16E+02						
-0.13	5.81E-03	2.16E+02						
-0.12	3.82E-03	2.16E+02						
-0.11	2.48E-03	2.16E+02						
-0.1	1.60E-03	2.16E+02						
-0.09	1.01E-03	2.16E+02						
-0.08	6.38E-04	2.16E+02						
-0.07	3.97E-04	2.16E+02						
-0.06	2.45E-04	2.16E+02						
-0.05	1.49E-04	2.16E+02						
-0.04	8.98E-05	2.16E+02						
-0.03	5.35E-05	2.16E+02						
-0.02	3.16E-05	2.16E+02						
-0.01	1.84E-05	2.16E+02						
0	1.06E-05	2.16E+02						
0.01	6.07E-06	2.16E+02						
0.02	3.43E-06	2.16E+02						
0.03	1.92E-06	2.16E+02						
0.04	1.06E-06	2.16E+02						
0.05	5.79E-07	2.16E+02						
0.06	3.13E-07	2.16E+02						
0.07	1.68E-07	2.16E+02						
0.08	8.87E-08	2.16E+02						
0.09	4.64E-08	2.16E+02						
0.1	2.41E-08	2.16E+02						
0.11	1.23E-08	2.16E+02						
0.12	6.25E-09	2.16E+02						
0.13	3.13E-09	2.16E+02						
0.14	1.56E-09	2.16E+02						
0.15	7.63E-10	2.16E+02						
0.16	3.70E-10	2.16E+02						
0.17	1.78E-10	2.16E+02						
0.18	8.45E-11	2.16E+02						
0.19	3.97E-11	2.16E+02						
0.2	1.85E-11	2.16E+02						
0.21	8.50E-12	2.16E+02						
0.22	3.87E-12	2.16E+02						
0.23	1.74E-12	2.16E+02						
0.24	7.75E-13	2.16E+02						
0.25	3.41E-13	2.16E+02						
0.26	1.49E-13	2.16E+02						
0.27	6.41E-14	2.16E+02						
0.28	2.74E-14	2.16E+02						
0.29	1.15E-14	2.16E+02						
0.3	4.82E-15	2.16E+02						
0.31	1.99E-15	2.16E+02						
0.32	8.12E-16	2.16E+02						
0.33	3.28E-16	2.16E+02						
0.34	1.31E-16	2.16E+02						
0.35	5.19E-17	2.16E+02						
0.36	2.03E-17	2.16E+02						
0.37	7.85E-18	2.16E+02						
0.38	3.01E-18	2.16E+02						
0.39	1.14E-18	2.16E+02						
0.4	4.26E-19	2.16E+02						
0.41	1.58E-19	2.16E+02						
0.42	5.79E-20	2.16E+02						
0.43	2.10E-20	2.16E+02						
0.44	7.53E-21	2.16E+02						
0.45	2.67E-21	2.16E+02						
0.46	9.39E-22	2.16E+02						
0.47	3.26E-22	2.16E+02						
0.48	1.12E-22	2.16E+02						
0.49	3.81E-23	2.16E+02						
0.5	1.28E-23	2.16E+02						
0.51	4.26E-24	2.16E+02						
0.52	1.40E-24	2.16E+02						
0.53	4.56E-25	2.16E+02						
0.54	1.47E-25	2.16E+02						
0.55	4.68E-26	2.16E+02						
0.56	1.48E-26	2.16E+02						
0.57	4.60E-27	2.16E+02						
0.58	1.42E-27	2.16E+02						
0.59	4.33E-28	2.16E+02						
0.6	1.31E-28	2.16E+02						
0.61	3.90E-29	2.16E+02						
0.62	1.15E-29	2.16E+02						
0.63	3.37E-30	2.16E+02						
0.64	9.73E-31	2.16E+02						
0.65	2.78E-31	2.16E+02						
0.66	7.87E-32	2.16E+02						
0.67	2.20E-32	2.16E+02						
0.68	6.09E-33	2.16E+02						
0.69	1.67E-33	2.16E+02						
0.7	4.52E-34	2.16E+02						
0.71	1.21E-34	2.16E+02						
0.72	3.21E-35	2.16E+02						
0.73	8.48E-36	2.16E+02						
0.74	2.40E-36	2.16E+02						
0.75	1.42E-36	2.16E+02						
0.76	3.46E-36	2.16E+02						
0.77	1.28E-35	2.16E+02						
0.78	4.85E-35	2.16E+02						
0.79	1.82E-34	2.16E+02						
0.8	6.78E-34	2.16E+02						
0.81	2.49E-33	2.16E+02						
0.82	9.08E-33	2.16E+02						
0.83	3.27E-32	2.16E+02						
0.84	1.16E-31	2.16E+02						
0.85	4.10E-31	2.16E+02						
0.86	1.43E-30	2.16E+02						
0.87	4.93E-30	2.16E+02						
0.88	1.68E-29	2.16E+02						
0.89	5.67E-29	2.16E+02						
0.9	1.89E-28	2.16E+02						
0.91	6.26E-28	2.16E+02						
0.92	2.04E-27	2.16E+02						
0.93	6.60E-27	2.16E+02						
0.94	2.11E-26	2.16E+02						
0.95	6.68E-26	2.16E+02						
0.96	2.09E-25	2.16E+02						
0.97	6.46E-25	2.16E+02						
0.98	1.98E-24	2.16E+02						
0.99	6.00E-24	2.16E+02						
1	1.80E-23	2.16E+02						
1.01	5.32E-23	2.16E+02						
1.02	1.56E-22	2.16E+02						
1.03	4.53E-22	2.16E+02						
1.04	1.30E-21	2.16E+02						
1.05	3.69E-21	2.16E+02						
1.06	1.04E-20	2.16E+02						
1.07	2.88E-20	2.16E+02						
1.08	7.91E-20	2.16E+02						
1.09	2.15E-19	2.16E+02						
1.1	5.78E-19	2.16E+02						
1.11	1.54E-18	2.16E+02						
1.12	4.05E-18	2.16E+02						
1.13	1.05E-17	2.16E+02						
1.14	2.72E-17	2.16E+02						
1.15	6.92E-17	2.16E+02						
1.16	1.74E-16	2.16E+02						
1.17	4.35E-16	2.16E+02						
1.18	1.07E-15	2.16E+02						
1.19	2.62E-15	2.16E+02						
1.2	6.32E-15	2.16E+02						
1.21	1.51E-14	2.16E+02						
1.22	3.57E-14	2.16E+02						
1.23	8.33E-14	2.16E+02						
1.24	1.93E-13	2.16E+02						
1.25	4.41E-13	2.16E+02						
1.26	9.97E-13	2.16E+02						
1.27	2.23E-12	2.16E+02						
1.28	4.94E-12	2.16E+02						
1.29	1.08E-11	2.16E+02						
1.3	2.34E-11	2.16E+02						
1.31	5.02E-11	2.16E+02						
1.32	1.07E-10	2.16E+02						
1.33	2.24E-10	2.16E+02						
1.34	4.64E-10	2.16E+02						
1.35	9.52E-10	2.16E+02						
1.36	1.93E-09	2.16E+02						
1.37	3.88E-09	2.16E+02						
1.38	7.72E-09	2.16E+02						
1.39	1.52E-08	2.16E+02						
1.4	2.95E-08	2.16E+02						
1.41	5.68E-08	2.16E+02						
1.42	1.08E-07	2.16E+02						
1.43	2.04E-07	2.16E+02						
1.44	3.79E-07	2.16E+02						
1.45	6.98E-07	2.16E+02						
1.46	1.27E-06	2.16E+02						
1.47	2.30E-06	2.16E+02						
1.48	4.10E-06	2.16E+02						
1.49	7.23E-06	2.16E+02						
1.5	1.26E-05	2.16E+02						
1.51	2.18E-05	2.16E+02						
1.52	3.72E-05	2.16E+02						
1.53	6.29E-05	2.16E+02						
1.54	1.05E-04	2.16E+02						
1.55	1.74E-04	2.16E+02						
1.56	2.85E-04	2.16E+02						
1.57	4.61E-04	2.16E+02						
1.58	7.38E-04	2.16E+02						
1.59	1.17E-03	2.16E+02						
1.6	1.83E-03	2.16E+02						
1.61	2.84E-03	2.16E+02						
1.62	4.35E-03	2.16E+02						
1.63	6.60E-03	2.16E+02						
1.64	9.91E-03	2.16E+02						
1.65	1.47E-02	2.16E+02						
1.66	2.16E-02	2.16E+02						
1.67	3.14E-02	2.16E+02						
1.68	4.51E-02	2.16E+02						
1.69	6.41E-02	2.16E+02						
1.7	9.02E-02	2.16E+02						
1.71	1.25E-01	2.16E+02						
1.72	1.73E-01	2.16E+02						
1.73	2.35E-01	2.16E+02						
1.74	3.17E-01	2.16E+02						
1.75	4.22E-01	2.16E+02						
1.76	5.56E-01	2.16E+02						
1.77	7.25E-01	2.16E+02						
1.78	9.36E-01	2.16E+02						
1.79	1.19E+00	2.16E+02						
1.8	1.51E+00	2.16E+02						
1.81	1.88E+00	2.16E+02						
1.82	2.33E+00	2.16E+02						
1.83	2.84E+00	2.16E+02						
1.84	3.44E+00	2.16E+02						
1.85	4.11E+00	2.16E+02						
1.86	4.86E+00	2.16E+02						
1.87	5.69E+00	2.16E+02						
1.88	6.59E+00	2.16E+02						
1.89	7.55E+00	2.17E+02						
1.9	8.56E+00	2.17E+02						
1.91	9.59E+00	2.17E+02						
1.92	1.06E+01	2.17E+02						
1.93	1.17E+01	2.17E+02						
1.94	1.27E+01	2.17E+02						
1.95	1.36E+01	2.17E+02						
1.96	1.44E+01	2.17E+02						
1.97	1.52E+01	2.17E+02						
1.98	1.58E+01	2.18E+02						
1.99	1.62E+01	2.18E+02						
2	1.65E+01	2.18E+02						
2.01	1.66E+01	2.18E+02						
2.02	1.65E+01	2.18E+02						
2.03	1.63E+01	2.18E+02						
2.04	1.58E+01	2.19E+02						
2.05	1.53E+01	2.19E+02						
2.06	1.46E+01	2.19E+02						
2.07	1.37E+01	2.19E+02						
2.08	1.28E+01	2.19E+02						
2.09	1.18E+01	2.19E+02						
2.1	1.08E+01	2.19E+02						
2.11	9.74E+00	2.19E+02						
2.12	8.70E+00	2.20E+02						
2.13	7.69E+00	2.20E+02						
2.14	6.72E+00	2.20E+02						
2.15	5.81E+00	2.20E+02						
2.16	4.98E+00	2.20E+02						
2.17	4.21E+00	2.20E+02						
2.18	3.53E+00	2.20E+02						
2.19	2.92E+00	2.20E+02						
2.2	2.39E+00	2.20E+02						
2.21	1.94E+00	2.20E+02						
2.22	1.56E+00	2.20E+02						
2.23	1.23E+00	2.20E+02						
2.24	9.69E-01	2.20E+02						
2.25	7.52E-01	2.20E+02						
2.26	5.78E-01	2.20E+02						
2.27	4.39E-01	2.20E+02						
2.28	3.30E-01	2.20E+02						
2.29	2.45E-01	2.20E+02						
2.3	1.80E-01	2.20E+02						
2.31	1.31E-01	2.20E+02						
2.32	9.45E-02	2.20E+02						
2.33	6.73E-02	2.20E+02						
2.34	4.74E-02	2.20E+02						
2.35	3.30E-02	2.20E+02						
2.36	2.28E-02	2.20E+02						
2.37	1.55E-02	2.20E+02						
2.38	1.05E-02	2.20E+02						
2.39	6.99E-03	2.20E+02						
2.4	4.61E-03	2.20E+02						
2.41	3.01E-03	2.20E+02						
2.42	1.95E-03	2.20E+02						
2.43	1.25E-03	2.20E+02						
2.44	7.87E-04	2.20E+02						
2.45	4.92E-04	2.20E+02						
2.46	3.05E-04	2.20E+02						
2.47	1.86E-04	2.20E+02						
2.48	1.13E-04	2.20E+02						
2.49	6.76E-05	2.20E+02						
2.5	4.01E-05	2.20E+02						
2.51	2.35E-05	2.20E+02						
2.52	1.36E-05	2.20E+02						
2.53	7.82E-06	2.20E+02						
2.54	4.44E-06	2.20E+02						
2.55	2.49E-06	2.20E+02						
2.56	1.39E-06	2.20E+02						
2.57	7.71E-07	2.20E+02						
2.58	4.35E-07	2.20E+02						
2.59	2.66E-07	2.20E+02						
2.6	2.03E-07	2.20E+02						
2.61	2.25E-07	2.20E+02						
2.62	3.41E-07	2.20E+02						
2.63	5.97E-07	2.20E+02						
2.64	1.09E-06	2.20E+02						
2.65	1.99E-06	2.20E+02						
2.66	3.62E-06	2.20E+02						
2.67	6.52E-06	2.20E+02						
2.68	1.16E-05	2.20E+02						
2.69	2.05E-05	2.20E+02						
2.7	3.58E-05	2.20E+02						
2.71	6.18E-05	2.20E+02						
2.72	1.06E-04	2.20E+02						
2.73	1.79E-04	2.20E+02						
2.74	2.99E-04	2.20E+02						
2.75	4.94E-04	2.20E+02						
2.76	8.09E-04	2.20E+02						
2.77	1.31E-03	2.20E+02						
2.78	2.10E-03	2.20E+02						
2.79	3.34E-03	2.20E+02						
2.8	5.24E-03	2.20E+02						
2.81	8.13E-03	2.20E+02						
2.82	1.25E-02	2.20E+02						
2.83	1.90E-02	2.20E+02						
2.84	2.86E-02	2.20E+02						
2.85	4.25E-02	2.20E+02						
2.86	6.26E-02	2.20E+02						
2.87	9.12E-02	2.20E+02						
2.88	1.31E-01	2.20E+02						
2.89	1.88E-01	2.20E+02						
2.9	2.65E-01	2.20E+02						
2.91	3.69E-01	2.20E+02						
2.92	5.10E-01	2.20E+02						
2.93	6.97E-01	2.20E+02						
2.94	9.43E-01	2.20E+02						
2.95	1.26E+00	2.20E+02						
2.96	1.67E+00	2.20E+02						
2.97	2.19E+00	2.20E+02						
2.98	2.83E+00	2.20E+02						
2.99	3.63E+00	2.20E+02						
3	4.61E+00	2.20E+02						
3.01	5.78E+00	2.20E+02						
3.02	7.18E+00	2.20E+02						
3.03	8.82E+00	2.20E+02						
3.04	1.07E+01	2.21E+02						
3.05	1.29E+01	2.21E+02						
3.06	1.53E+01	2.21E+02						
3.07	1.81E+01	2.21E+02						
3.08	2.10E+01	2.21E+02						
3.09	2.42E+01	2.21E+02						
3.1	2.76E+01	2.22E+02						
3.11	3.12E+01	2.22E+02						
3.12	3.48E+01	2.22E+02						
3.13	3.84E+01	2.23E+02						
3.14	4.19E+01	2.23E+02						
3.15	4.53E+01	2.24E+02						
3.16	4.84E+01	2.24E+02						
3.17	5.12E+01	2.25E+02						
3.18	5.36E+01	2.25E+02						
3.19	5.55E+01	2.26E+02						
3.2	5.69E+01	2.26E+02						
3.21	5.76E+01	2.27E+02						
3.22	5.78E+01	2.27E+02						
3.23	5.73E+01	2.28E+02						
3.24	5.63E+01	2.29E+02						
3.25	5.46E+01	2.29E+02						
3.26	5.25E+01	2.30E+02						
3.27	4.99E+01	2.30E+02						
3.28	4.69E+01	2.31E+02						
3.29	4.36E+01	2.31E+02						
3.3	4.01E+01	2.31E+02						
3.31	3.65E+01	2.32E+02						
3.32	3.29E+01	2.32E+02						
3.33	2.93E+01	2.32E+02						
3.34	2.59E+01	2.33E+02						
3.35	2.25E+01	2.33E+02						
3.36	1.95E+01	2.33E+02						
3.37	1.66E+01	2.33E+02						
3.38	1.40E+01	2.33E+02						
3.39	1.17E+01	2.34E+02						
3.4	9.69E+00	2.34E+02						
3.41	7.92E+00	2.34E+02						
3.42	6.41E+00	2.34E+02						
3.43	5.13E+00	2.34E+02						
3.44	4.06E+00	2.34E+02						
3.45	3.18E+00	2.34E+02						
3.46	2.47E+00	2.34E+02						
3.47	1.89E+00	2.34E+02						
3.48	1.43E+00	2.34E+02						
3.49	1.08E+00	2.34E+02						
3.5	8.00E-01	2.34E+02						
3.51	5.89E-01	2.34E+02						
3.52	4.30E-01	2.34E+02						
3.53	3.12E-01	2.34E+02						
3.54	2.26E-01	2.34E+02						
